Supplementary_Table8:  NIPT data with different fetal concentrations,,,,,,,
,,,,,,,
,sample,chr13_count,chr13_prob,total_reads,coverage,ff,Z_score_CHR13
1499,sample_1499,870,0.016345088,53227,0.387687,0.08,11.1264842
1500,sample_1500,894,0.016165196,55304,0.402679,0.1,9.592197799
1501,sample_1501,728,0.017901933,40666,0.296086,0.1,24.40470472
1502,sample_1502,1036,0.016501808,62781,0.457251,0.1,12.46313687
1503,sample_1503,342,0.013826562,24735,0.18013,0.1,-10.35385207
1504,sample_1504,529,0.014667554,36066,0.262705,0.1,-3.181086851
1505,sample_1505,886,0.016122282,54955,0.400172,0.1,9.226186093
1506,sample_1506,377,0.017713668,21283,0.155008,0.1,22.79900882
1507,sample_1507,708,0.016094567,43990,0.320415,0.1,8.989807477
1508,sample_1508,347,0.014650623,23685,0.172532,0.1,-3.325491633
1509,sample_1509,446,0.016436337,27135,0.197629,0.1,11.90473897
1510,sample_1510,377,0.015299083,24642,0.179481,0.1,2.205179335
1511,sample_1511,679,0.017432606,38950,0.283679,0.1,20.40184826
1512,sample_1512,932,0.015326175,60811,0.442882,0.1,2.436242331
1513,sample_1513,616,0.018722835,32901,0.2395,0.1,31.40612353
1514,sample_1514,391,0.017756585,22020,0.160328,0.1,23.16504267
1515,sample_1515,722,0.015599343,46284,0.33708,0.1,4.766078616
1516,sample_1516,1042,0.016011801,65077,0.473915,0.1,8.283905947
1517,sample_1517,633,0.017765429,35631,0.25946,0.1,23.24047302
1518,sample_1518,345,0.017525145,19686,0.143362,0.1,21.1911058
1519,sample_1519,282,0.016149353,17462,0.127142,0.1,9.457072876
1520,sample_1520,649,0.014890102,43586,0.317422,0.1,-1.282987118
1521,sample_1521,315,0.016174583,19475,0.141834,0.1,9.672257083
1522,sample_1522,772,0.01614016,47831,0.348331,0.1,9.378668695
1523,sample_1523,349,0.017220961,20266,0.147559,0.1,18.5967455
1524,sample_1524,738,0.015318831,48176,0.350814,0.1,2.373609385
1525,sample_1525,1009,0.017650043,57167,0.416188,0.1,22.25635283
1526,sample_1526,687,0.016525944,41571,0.302674,0.1,12.66898852
1527,sample_1527,1105,0.016994771,65020,0.473511,0.1,16.66758358
1528,sample_1528,618,0.018031687,34273,0.24954,0.1,25.51136694
1529,sample_1529,639,0.015842321,40335,0.293746,0.1,6.838415711
1530,sample_1530,253,0.018140102,13947,0.101554,0.1,26.43603144
1531,sample_1531,249,0.016378346,15203,0.110697,0.1,11.41014242
1532,sample_1532,888,0.015021568,59115,0.430596,0.1,-0.161724465
1533,sample_1533,317,0.01373543,23079,0.168134,0.1,-11.13110264
1534,sample_1534,960,0.015848645,60573,0.441155,0.1,6.892360092
1535,sample_1535,314,0.018752986,16744,0.121904,0.1,31.66327907
1536,sample_1536,783,0.015592019,50218,0.365672,0.1,4.703609427
1537,sample_1537,494,0.017030959,29006,0.211211,0.1,16.97623083
1538,sample_1538,455,0.018281168,24889,0.181256,0.1,27.63917839
1539,sample_1539,1003,0.017238712,58183,0.423717,0.1,18.74814358
1540,sample_1540,209,0.013398295,15599,0.113612,0.1,-14.0065096
1541,sample_1541,616,0.014640523,42075,0.306464,0.1,-3.411632814
1542,sample_1542,214,0.013827862,15476,0.112706,0.1,-10.34275641
1543,sample_1543,1035,0.017642847,58664,0.427152,0.1,22.1949833
1544,sample_1544,1130,0.016599339,68075,0.495685,0.1,13.29497274
1545,sample_1545,461,0.01507472,30581,0.222766,0.1,0.291600685
1546,sample_1546,920,0.015837766,58089,0.422996,0.1,6.799571731
1547,sample_1547,1015,0.017017923,59643,0.434411,0.1,16.86504939
1548,sample_1548,693,0.016346267,42395,0.30875,0.1,11.13654176
1549,sample_1549,965,0.016025641,60216,0.43851,0.1,8.401943109
1550,sample_1550,803,0.015022824,53452,0.389332,0.1,-0.151011394
1551,sample_1551,1011,0.016113094,62744,0.456983,0.1,9.147827504
1552,sample_1552,991,0.015607037,63497,0.462486,0.1,4.831694809
1553,sample_1553,200,0.01242236,16100,0.117279,0.1,-22.33018688
1554,sample_1554,909,0.016233012,55997,0.40786,0.1,10.17059978
1555,sample_1555,871,0.01530191,56921,0.414502,0.1,2.229288894
1556,sample_1556,373,0.01659548,22476,0.163693,0.1,13.26205669
1557,sample_1557,528,0.017101215,30875,0.224854,0.1,17.57543476
1558,sample_1558,1053,0.015628015,67379,0.490778,0.1,5.010615647
1559,sample_1559,824,0.016852439,48895,0.35603,0.1,15.45364441
1560,sample_1560,387,0.017561374,22037,0.160482,0.1,21.5001028
1561,sample_1561,301,0.017125626,17576,0.127979,0.1,17.78363685
1562,sample_1562,362,0.015220956,23783,0.173184,0.1,1.538841986
1563,sample_1563,432,0.019014921,22719,0.165435,0.1,33.89730683
1564,sample_1564,423,0.014709462,28757,0.209476,0.1,-2.823655465
1565,sample_1565,1031,0.016469912,62599,0.455816,0.1,12.19109631
1566,sample_1566,388,0.019883161,19514,0.14207,0.1,41.30245981
1567,sample_1567,257,0.016143216,15920,0.115955,0.1,9.404732536
1568,sample_1568,871,0.01773028,49125,0.357638,0.1,22.94068895
1569,sample_1569,404,0.014140212,28571,0.208066,0.1,-7.678748438
1570,sample_1570,614,0.0155074,39594,0.28837,0.1,3.981902558
1571,sample_1571,635,0.015009337,42307,0.308142,0.1,-0.266047042
1572,sample_1572,295,0.016934558,17420,0.126845,0.1,16.1540323
1573,sample_1573,748,0.015251922,49043,0.357124,0.1,1.802945747
1574,sample_1574,597,0.017430148,34251,0.249367,0.1,20.38088517
1575,sample_1575,540,0.014442751,37389,0.272359,0.1,-5.098419234
1576,sample_1576,696,0.015926773,43700,0.318205,0.1,7.55870851
1577,sample_1577,985,0.015570907,63259,0.46077,0.1,4.523547579
1578,sample_1578,533,0.016998884,31355,0.228317,0.1,16.70266231
1579,sample_1579,687,0.017019274,40366,0.293905,0.1,16.87656631
1580,sample_1580,447,0.016605989,26918,0.196054,0.1,13.35168666
1581,sample_1581,787,0.017885144,44003,0.320404,0.1,24.26151572
1582,sample_1582,320,0.017888088,17889,0.130263,0.1,24.28662025
1583,sample_1583,775,0.015537913,49878,0.363222,0.1,4.242140646
1584,sample_1584,478,0.016420474,29110,0.211998,0.1,11.76944651
1585,sample_1585,1068,0.017162416,62229,0.453108,0.1,18.09741946
1586,sample_1586,965,0.015827716,60969,0.444027,0.1,6.713852043
1587,sample_1587,279,0.016792055,16615,0.120984,0.1,14.93863752
1588,sample_1588,390,0.016751138,23282,0.169527,0.1,14.58965798
1589,sample_1589,584,0.015067079,38760,0.282341,0.1,0.226438518
1590,sample_1590,1031,0.017605273,58562,0.426432,0.1,21.87451423
1591,sample_1591,828,0.016185468,51157,0.372509,0.1,9.765098461
1592,sample_1592,758,0.015261335,49668,0.361719,0.1,1.883232688
1593,sample_1593,1096,0.016018708,68420,0.498256,0.1,8.342811648
1594,sample_1594,330,0.016961349,19456,0.141652,0.1,16.38252835
1595,sample_1595,261,0.013219206,19744,0.143791,0.1,-15.53394655
1596,sample_1596,394,0.014824291,26578,0.193533,0.1,-1.844289312
1597,sample_1597,597,0.016696965,35755,0.260365,0.1,14.1276223
1598,sample_1598,543,0.016956033,32024,0.233149,0.1,16.33719104
1599,sample_1599,727,0.015328821,47427,0.345465,0.1,2.458814953
1600,sample_1600,996,0.017155259,58058,0.422736,0.1,18.03637192
1601,sample_1601,1071,0.016419329,65228,0.474976,0.1,11.75968138
1602,sample_1602,284,0.02059314,13791,0.100421,0.1,47.35782661
1603,sample_1603,299,0.014995737,19939,0.145228,0.1,-0.382036386
1604,sample_1604,578,0.016034621,36047,0.262519,0.1,8.478536661
1605,sample_1605,931,0.017437396,53391,0.388783,0.1,20.44270108
1606,sample_1606,883,0.016836686,52445,0.381931,0.1,15.31928947
1607,sample_1607,275,0.018762366,14657,0.106746,0.1,31.7432801
1608,sample_1608,816,0.016306303,50042,0.364476,0.1,10.79568697
1609,sample_1609,1039,0.016072395,64645,0.470829,0.1,8.800707818
1610,sample_1610,1135,0.016825783,67456,0.491144,0.1,15.22629582
1611,sample_1611,511,0.01819347,28087,0.204492,0.1,26.89120743
1612,sample_1612,365,0.015259835,23919,0.174178,0.1,1.870439388
1613,sample_1613,366,0.014484151,25269,0.184016,0.1,-4.745321539
1614,sample_1614,1114,0.017210215,64729,0.471335,0.1,18.50509088
1615,sample_1615,641,0.01564025,40984,0.29846,0.1,5.11496873
1616,sample_1616,1019,0.016596632,61398,0.447118,0.1,13.27188363
1617,sample_1617,454,0.018807739,24139,0.175739,0.1,32.13025821
1618,sample_1618,494,0.016224915,30447,0.221756,0.1,10.10154055
1619,sample_1619,692,0.014886202,46486,0.338568,0.1,-1.316250192
1620,sample_1620,431,0.015420945,27949,0.20359,0.1,3.244535457
1621,sample_1621,612,0.015714469,38945,0.283659,0.1,5.747979694
1622,sample_1622,1027,0.015376784,66789,0.486485,0.1,2.867883479
1623,sample_1623,428,0.015464104,27677,0.201536,0.1,3.612631077
1624,sample_1624,903,0.0164146,55012,0.400544,0.1,11.71935087
1625,sample_1625,326,0.019861094,16414,0.119508,0.1,41.11425515
1626,sample_1626,316,0.013697443,23070,0.168022,0.1,-11.45509888
1627,sample_1627,708,0.015069922,46981,0.342169,0.1,0.250681319
1628,sample_1628,451,0.018733904,24074,0.175286,0.1,31.50052706
1629,sample_1629,1036,0.015469613,66970,0.487667,0.1,3.659621142
1630,sample_1630,630,0.015093074,41741,0.303962,0.1,0.44814373
1631,sample_1631,461,0.017480661,26372,0.192073,0.1,20.81170943
1632,sample_1632,1046,0.016600803,63009,0.458876,0.1,13.30745991
1633,sample_1633,571,0.015009332,38043,0.277061,0.1,-0.266089435
1634,sample_1634,522,0.014658392,35611,0.259349,0.1,-3.259227707
1635,sample_1635,980,0.016931875,57879,0.42149,0.1,16.13115037
1636,sample_1636,744,0.015038202,49474,0.360327,0.1,-0.01985634
1637,sample_1637,376,0.01408609,26693,0.194397,0.1,-8.140352192
1638,sample_1638,774,0.015909885,48649,0.35426,0.1,7.414668867
1639,sample_1639,767,0.016721169,45870,0.333977,0.1,14.33404851
1640,sample_1640,299,0.01569142,19055,0.138796,0.1,5.551391707
1641,sample_1641,391,0.017686706,22107,0.160969,0.1,22.56904654
1642,sample_1642,666,0.015563293,42793,0.311651,0.1,4.45860963
1643,sample_1643,634,0.017047593,37190,0.270869,0.1,17.11810384
1644,sample_1644,907,0.016803765,53976,0.393054,0.1,15.03850502
1645,sample_1645,989,0.015853932,62382,0.454324,0.1,6.937450737
1646,sample_1646,408,0.01741952,23422,0.17052,0.1,20.29024042
1647,sample_1647,378,0.016961321,22286,0.162289,0.1,16.38229231
1648,sample_1648,878,0.016923018,51882,0.377797,0.1,16.05560536
1649,sample_1649,1052,0.017025409,61790,0.449976,0.1,16.92889126
1650,sample_1650,1001,0.015684247,63822,0.464879,0.1,5.490215709
1651,sample_1651,782,0.015922465,49113,0.357615,0.1,7.521957906
1652,sample_1652,966,0.015859725,60909,0.443505,0.1,6.986858315
1653,sample_1653,922,0.016735338,55093,0.401164,0.1,14.45490267
1654,sample_1654,746,0.016396685,45497,0.331324,0.1,11.56655547
1655,sample_1655,625,0.017772343,35167,0.256009,0.1,23.29944554
1656,sample_1656,621,0.015383853,40367,0.293942,0.1,2.928179136
1657,sample_1657,594,0.018502367,32104,0.233734,0.1,29.52576851
1658,sample_1658,1080,0.01776988,60777,0.442463,0.1,23.27843591
1659,sample_1659,993,0.016119345,61603,0.448708,0.1,9.20113637
1660,sample_1660,612,0.016810416,36406,0.265067,0.1,15.09523289
1661,sample_1661,338,0.019258162,17551,0.127763,0.1,35.97188803
1662,sample_1662,649,0.016835716,38549,0.280738,0.1,15.31101241
1663,sample_1663,889,0.016402517,54199,0.394699,0.1,11.61628899
1664,sample_1664,284,0.0185427,15316,0.111532,0.1,29.86976702
1665,sample_1665,526,0.015220348,34559,0.251731,0.1,1.533653546
1666,sample_1666,939,0.017615608,53305,0.38812,0.1,21.96266283
1667,sample_1667,685,0.01833659,37357,0.271986,0.1,28.11186713
1668,sample_1668,699,0.01654712,42243,0.307621,0.1,12.84960283
1669,sample_1669,415,0.017598914,23581,0.171689,0.1,21.82028163
1670,sample_1670,787,0.017756419,44322,0.322724,0.1,23.16362696
1671,sample_1671,540,0.014824169,36427,0.265329,0.1,-1.845328827
1672,sample_1672,337,0.018332155,18383,0.133828,0.1,28.07403715
1673,sample_1673,1083,0.016384514,66099,0.481344,0.1,11.46274681
1674,sample_1674,748,0.017912735,41758,0.304002,0.1,24.49683819
1675,sample_1675,695,0.014724264,47201,0.343836,0.1,-2.697407918
1676,sample_1676,921,0.016007091,57537,0.419002,0.1,8.243731997
1677,sample_1677,681,0.018036868,37756,0.274917,0.1,25.55556011
1678,sample_1678,1007,0.016129291,62433,0.454584,0.1,9.285963083
1679,sample_1679,308,0.013749386,22401,0.163178,0.1,-11.01207536
1680,sample_1680,762,0.015862442,48038,0.349797,0.1,7.010032011
1681,sample_1681,742,0.016904361,43894,0.319695,0.1,15.89648015
1682,sample_1682,691,0.017806525,38806,0.282537,0.1,23.59097609
1683,sample_1683,655,0.015915055,41156,0.299764,0.1,7.458761881
1684,sample_1684,527,0.016956242,31080,0.226316,0.1,16.33897343
1685,sample_1685,314,0.020254144,15503,0.112852,0.1,44.4665526
1686,sample_1686,952,0.015685241,60694,0.441948,0.1,5.498692649
1687,sample_1687,709,0.015838267,44765,0.325951,0.1,6.803838896
1688,sample_1688,843,0.016101614,52355,0.381304,0.1,9.049911141
1689,sample_1689,845,0.01729608,48855,0.355787,0.1,19.23743038
1690,sample_1690,216,0.014651021,14743,0.107369,0.1,-3.322096552
1691,sample_1691,983,0.017331664,56717,0.413051,0.1,19.54092375
1692,sample_1692,1013,0.015989267,63355,0.461413,0.1,8.091710134
1693,sample_1693,912,0.017660728,51640,0.376054,0.1,22.34748668
1694,sample_1694,1095,0.016559797,66124,0.481614,0.1,12.95771992
1695,sample_1695,614,0.015176607,40457,0.294608,0.1,1.16059346
1696,sample_1696,529,0.017526422,30183,0.219792,0.1,21.20200053
1697,sample_1697,1095,0.01601978,68353,0.497785,0.1,8.351952043
1698,sample_1698,296,0.015345534,19289,0.140504,0.1,2.601355451
1699,sample_1699,862,0.016609183,51899,0.377982,0.1,13.37893372
1700,sample_1700,293,0.013460125,21768,0.158569,0.1,-13.47916422
1701,sample_1701,574,0.016847172,34071,0.248141,0.1,15.40872409
1702,sample_1702,1099,0.016904051,65014,0.473417,0.1,15.89384412
1703,sample_1703,1011,0.016313029,61975,0.451356,0.1,10.85305888
1704,sample_1704,1012,0.015907198,63619,0.463291,0.1,7.391746856
1705,sample_1705,793,0.015448754,51331,0.373815,0.1,3.481715374
1706,sample_1706,960,0.016036885,59862,0.43591,0.1,8.497840774
1707,sample_1707,1144,0.017196543,66525,0.484362,0.1,18.38848128
1708,sample_1708,413,0.014694894,28105,0.204666,0.1,-2.947904041
1709,sample_1709,254,0.018435187,13778,0.100315,0.1,28.95278836
1710,sample_1710,312,0.013729373,22725,0.165543,0.1,-11.18276698
1711,sample_1711,461,0.014590454,31596,0.230155,0.1,-3.838662596
1712,sample_1712,794,0.018116686,43827,0.31908,0.1,26.23632012
1713,sample_1713,329,0.013996426,23506,0.171196,0.1,-8.905086276
1714,sample_1714,812,0.014987633,54178,0.394625,0.1,-0.451151775
1715,sample_1715,675,0.015174336,44483,0.323943,0.1,1.141224271
1716,sample_1716,490,0.014812576,33080,0.240915,0.1,-1.944207369
1717,sample_1717,657,0.016496761,39826,0.290029,0.1,12.42009169
1718,sample_1718,786,0.017496995,44922,0.3271,0.1,20.95101657
1719,sample_1719,489,0.018427796,26536,0.193253,0.1,28.88975677
1720,sample_1720,457,0.015274064,29920,0.217904,0.1,1.991796629
1721,sample_1721,481,0.015172544,31702,0.230903,0.1,1.125940903
1722,sample_1722,576,0.015121285,38092,0.277435,0.1,0.68875639
1723,sample_1723,658,0.015919868,41332,0.300947,0.1,7.499815629
1724,sample_1724,793,0.015842257,50056,0.364515,0.1,6.837870774
1725,sample_1725,367,0.018284177,20072,0.146182,0.1,27.66483832
1726,sample_1726,421,0.018856938,22326,0.162576,0.1,32.54987803
1727,sample_1727,510,0.017186184,29675,0.216055,0.1,18.30013012
1728,sample_1728,545,0.015911015,34253,0.249492,0.1,7.424306543
1729,sample_1729,967,0.015334602,63060,0.459319,0.1,2.508119255
1730,sample_1730,749,0.015093807,49623,0.361459,0.1,0.45439843
1731,sample_1731,676,0.016449289,41096,0.299289,0.1,12.01521108
1732,sample_1732,674,0.015728554,42852,0.312134,0.1,5.868109419
1733,sample_1733,430,0.019679634,21850,0.159075,0.1,39.56659275
1734,sample_1734,911,0.017527995,51974,0.378508,0.1,21.2154132
1735,sample_1735,725,0.017283303,41948,0.305393,0.1,19.12845539
1736,sample_1736,1042,0.017270241,60335,0.439335,0.1,19.01705064
1737,sample_1737,823,0.015045979,54699,0.398418,0.1,0.046473311
1738,sample_1738,698,0.014947107,46698,0.340135,0.1,-0.79679873
1739,sample_1739,388,0.014652568,26480,0.192834,0.1,-3.308900998
1740,sample_1740,693,0.017519909,39555,0.288007,0.1,21.14645015
1741,sample_1741,859,0.016989379,50561,0.368239,0.1,16.62159837
1742,sample_1742,1045,0.017114594,61059,0.444714,0.1,17.68954764
1743,sample_1743,501,0.017291961,28973,0.210979,0.1,19.2023018
1744,sample_1744,631,0.018199648,34671,0.252397,0.1,26.94389773
1745,sample_1745,1059,0.015956966,66366,0.483233,0.1,7.8162179
1746,sample_1746,577,0.016770818,34405,0.250593,0.1,14.75750712
1747,sample_1747,898,0.015268733,58813,0.428332,0.1,1.946328323
1748,sample_1748,174,0.012372014,14064,0.102441,0.1,-22.75958949
1749,sample_1749,789,0.016389697,48140,0.350631,0.1,11.50694867
1750,sample_1750,749,0.015113604,49558,0.360917,0.1,0.623245272
1751,sample_1751,850,0.017513857,48533,0.353473,0.1,21.09482935
1752,sample_1752,583,0.016197144,35994,0.262124,0.1,9.864679725
1753,sample_1753,227,0.012819065,17708,0.129003,0.1,-18.94672123
1754,sample_1754,873,0.016144543,54074,0.393868,0.1,9.416046873
1755,sample_1755,1076,0.016243226,66243,0.482466,0.1,10.25770759
1756,sample_1756,771,0.015282155,50451,0.367491,0.1,2.060802421
1757,sample_1757,417,0.014790906,28193,0.205328,0.1,-2.129029545
1758,sample_1758,772,0.015879219,48617,0.354069,0.1,7.153121615
1759,sample_1759,583,0.01632916,35703,0.259997,0.1,10.99063536
1760,sample_1760,325,0.020748212,15664,0.114044,0.1,48.68042493
1761,sample_1761,505,0.018905361,26712,0.194436,0.1,32.9628726
1762,sample_1762,1014,0.01674898,60541,0.440779,0.1,14.57125094
1763,sample_1763,636,0.016470284,38615,0.281174,0.1,12.19426829
1764,sample_1764,806,0.017434943,46229,0.336585,0.1,20.42178488
1765,sample_1765,1010,0.016585927,60895,0.443425,0.1,13.18057958
1766,sample_1766,706,0.015072909,46839,0.341165,0.1,0.276161024
1767,sample_1767,646,0.016407599,39372,0.286733,0.1,11.65963862
1768,sample_1768,763,0.017526128,43535,0.316964,0.1,21.19949511
1769,sample_1769,324,0.014290755,22672,0.165108,0.1,-6.394777596
1770,sample_1770,1011,0.017791778,56824,0.413713,0.1,23.465203
1771,sample_1771,522,0.015527396,33618,0.244839,0.1,4.15244642
1772,sample_1772,634,0.017994494,35233,0.256519,0.1,25.19415085
1773,sample_1773,827,0.01653537,50014,0.364224,0.1,12.74938674
1774,sample_1774,1086,0.017380449,62484,0.454951,0.1,19.95700903
1775,sample_1775,266,0.014846235,17917,0.130471,0.1,-1.657124907
1776,sample_1776,612,0.017935643,34122,0.248453,0.1,24.69221389
1777,sample_1777,411,0.017510971,23471,0.170919,0.1,21.07021856
1778,sample_1778,382,0.015066656,25354,0.184655,0.1,0.222828099
1779,sample_1779,998,0.017315266,57637,0.419668,0.1,19.40106642
1780,sample_1780,934,0.016003016,58364,0.424986,0.1,8.208972072
1781,sample_1781,632,0.01877488,33662,0.245037,0.1,31.85000756
1782,sample_1782,1066,0.015658279,68079,0.495815,0.1,5.268741061
1783,sample_1783,677,0.01505582,44966,0.327475,0.1,0.13040694
1784,sample_1784,614,0.016998893,36120,0.263022,0.1,16.70273762
1785,sample_1785,1081,0.017063392,63352,0.461243,0.1,17.25284732
1786,sample_1786,412,0.019671505,20944,0.152449,0.1,39.49726192
1787,sample_1787,860,0.017155396,50130,0.365067,0.1,18.0375441
1788,sample_1788,716,0.01476106,48506,0.353331,0.1,-2.383575947
1789,sample_1789,665,0.016479976,40352,0.293833,0.1,12.27693615
1790,sample_1790,753,0.016584442,45404,0.330635,0.1,13.16791672
1791,sample_1791,749,0.015994704,46828,0.341029,0.1,8.138083577
