,nipt_files,mapping
1124,sample_1215,sample_1124
1125,sample_1216,sample_1125
1126,sample_1217,sample_1126
1127,sample_1218,sample_1127
1128,sample_1219,sample_1128
1129,sample_1222,sample_1129
1130,sample_1223,sample_1130
1131,sample_1224,sample_1131
1132,sample_1225,sample_1132
1133,sample_1226,sample_1133
1134,sample_1227,sample_1134
1135,sample_1228,sample_1135
1136,sample_1229,sample_1136
1137,sample_1230,sample_1137
1138,sample_1231,sample_1138
1139,sample_1232,sample_1139
1140,sample_1233,sample_1140
1141,sample_1234,sample_1141
1142,sample_1235,sample_1142
1143,sample_1238,sample_1143
1144,sample_1239,sample_1144
1145,sample_1240,sample_1145
1146,sample_1241,sample_1146
1147,sample_1242,sample_1147
1148,sample_1243,sample_1148
1149,sample_1244,sample_1149
1150,sample_1245,sample_1150
1151,sample_1246,sample_1151
1152,sample_1247,sample_1152
1153,sample_1248,sample_1153
1154,sample_1249,sample_1154
1155,sample_1250,sample_1155
1156,sample_1251,sample_1156
1157,sample_1252,sample_1157
1158,sample_1253,sample_1158
1159,sample_1254,sample_1159
1160,sample_1255,sample_1160
1161,sample_1256,sample_1161
1162,sample_1257,sample_1162
1163,sample_1258,sample_1163
1164,sample_1259,sample_1164
1165,sample_1260,sample_1165
1166,sample_1261,sample_1166
1167,sample_1262,sample_1167
1168,sample_1263,sample_1168
1169,sample_1264,sample_1169
1170,sample_1265,sample_1170
1171,sample_1266,sample_1171
1172,sample_1267,sample_1172
1173,sample_1268,sample_1173
1174,sample_1269,sample_1174
1175,sample_1270,sample_1175
1176,sample_1271,sample_1176
1177,sample_1272,sample_1177
1178,sample_1273,sample_1178
1179,sample_1274,sample_1179
1180,sample_1275,sample_1180
1181,sample_1276,sample_1181
1182,sample_1277,sample_1182
1183,sample_1278,sample_1183
1184,sample_1279,sample_1184
1185,sample_1280,sample_1185
1186,sample_1281,sample_1186
1187,sample_1282,sample_1187
1188,sample_1283,sample_1188
1189,sample_1284,sample_1189
1190,sample_1285,sample_1190
1191,sample_1286,sample_1191
1192,sample_1287,sample_1192
1193,sample_1288,sample_1193
1194,sample_1289,sample_1194
1195,sample_1290,sample_1195
1196,sample_1291,sample_1196
1197,sample_1292,sample_1197
1198,sample_1293,sample_1198
1199,sample_1294,sample_1199
1200,sample_1295,sample_1200
1201,sample_1296,sample_1201
1202,sample_1297,sample_1202
1203,sample_1298,sample_1203
1204,sample_1300,sample_1204
1205,sample_1301,sample_1205
1206,sample_1302,sample_1206
1207,sample_1303,sample_1207
1208,sample_1304,sample_1208
1209,sample_1305,sample_1209
1210,sample_1306,sample_1210
1211,sample_1307,sample_1211
1212,sample_1308,sample_1212
1213,sample_1309,sample_1213
1214,sample_1310,sample_1214
1215,sample_1312,sample_1215
1216,sample_1313,sample_1216
1217,sample_1314,sample_1217
1218,sample_1315,sample_1218
1219,sample_1316,sample_1219
1220,sample_1317,sample_1220
1221,sample_1318,sample_1221
1222,sample_1319,sample_1222
1223,sample_1320,sample_1223
1224,sample_1321,sample_1224
1225,sample_1322,sample_1225
1226,sample_1323,sample_1226
1227,sample_1324,sample_1227
1228,sample_1325,sample_1228
1229,sample_1326,sample_1229
1230,sample_1327,sample_1230
1231,sample_1328,sample_1231
1232,sample_1329,sample_1232
1233,sample_1330,sample_1233
1234,sample_1331,sample_1234
1235,sample_1332,sample_1235
1236,sample_1333,sample_1236
1237,sample_1334,sample_1237
1238,sample_1335,sample_1238
1239,sample_1336,sample_1239
1240,sample_1339,sample_1240
1241,sample_1340,sample_1241
1242,sample_1341,sample_1242
1243,sample_1342,sample_1243
1244,sample_1343,sample_1244
1245,sample_1344,sample_1245
1246,sample_1345,sample_1246
1247,sample_1346,sample_1247
1248,sample_1347,sample_1248
1249,sample_1348,sample_1249
1250,sample_1349,sample_1250
1251,sample_1350,sample_1251
1252,sample_1351,sample_1252
1253,sample_1352,sample_1253
1254,sample_1353,sample_1254
1255,sample_1354,sample_1255
1256,sample_1355,sample_1256
1257,sample_1356,sample_1257
1258,sample_1357,sample_1258
1259,sample_1358,sample_1259
1260,sample_1359,sample_1260
1261,sample_1360,sample_1261
1262,sample_1361,sample_1262
1263,sample_1362,sample_1263
1264,sample_1363,sample_1264
1265,sample_1364,sample_1265
1266,sample_1365,sample_1266
1267,sample_1366,sample_1267
1268,sample_1368,sample_1268
1269,sample_1370,sample_1269
1270,sample_1371,sample_1270
1271,sample_1372,sample_1271
1272,sample_1373,sample_1272
1273,sample_1374,sample_1273
1274,sample_1375,sample_1274
1275,sample_1376,sample_1275
1276,sample_1377,sample_1276
1277,sample_1378,sample_1277
1278,sample_1379,sample_1278
1279,sample_1380,sample_1279
1280,sample_1381,sample_1280
1281,sample_1382,sample_1281
1282,sample_1383,sample_1282
1283,sample_1384,sample_1283
1284,sample_1385,sample_1284
1285,sample_1386,sample_1285
1286,sample_1387,sample_1286
1287,sample_1388,sample_1287
1288,sample_1389,sample_1288
1289,sample_1390,sample_1289
1290,sample_1391,sample_1290
1291,sample_1392,sample_1291
1292,sample_1393,sample_1292
1293,sample_1394,sample_1293
1294,sample_1395,sample_1294
1295,sample_1396,sample_1295
1296,sample_1397,sample_1296
1297,sample_1398,sample_1297
1298,sample_1399,sample_1298
1299,sample_1400,sample_1299
1300,sample_1401,sample_1300
1301,sample_1402,sample_1301
1302,sample_1403,sample_1302
1303,sample_1404,sample_1303
1304,sample_1405,sample_1304
1305,sample_1406,sample_1305
1306,sample_1407,sample_1306
1307,sample_1408,sample_1307
1308,sample_1409,sample_1308
1309,sample_1410,sample_1309
1310,sample_1411,sample_1310
1311,sample_1412,sample_1311
1312,sample_1413,sample_1312
1313,sample_1414,sample_1313
1314,sample_1417,sample_1314
1315,sample_1418,sample_1315
1316,sample_1419,sample_1316
1317,sample_1420,sample_1317
1318,sample_1422,sample_1318
1319,sample_1423,sample_1319
1320,sample_1424,sample_1320
1321,sample_1425,sample_1321
1322,sample_1426,sample_1322
1323,sample_1427,sample_1323
1324,sample_1428,sample_1324
1325,sample_1429,sample_1325
1326,sample_1430,sample_1326
1327,sample_1431,sample_1327
1328,sample_1432,sample_1328
1329,sample_1433,sample_1329
1330,sample_1436,sample_1330
1331,sample_1437,sample_1331
1332,sample_1438,sample_1332
1333,sample_1439,sample_1333
1334,sample_1440,sample_1334
1335,sample_1441,sample_1335
1336,sample_1442,sample_1336
1337,sample_1443,sample_1337
1338,sample_1444,sample_1338
1339,sample_1445,sample_1339
1340,sample_1446,sample_1340
1341,sample_1447,sample_1341
1342,sample_1448,sample_1342
1343,sample_1449,sample_1343
1344,sample_1452,sample_1344
1345,sample_1453,sample_1345
1346,sample_1454,sample_1346
1347,sample_1455,sample_1347
1348,sample_1456,sample_1348
1349,sample_1457,sample_1349
1350,sample_1458,sample_1350
1351,sample_1459,sample_1351
1352,sample_1460,sample_1352
1353,sample_1461,sample_1353
1354,sample_1462,sample_1354
1355,sample_1464,sample_1355
1356,sample_1465,sample_1356
1357,sample_1466,sample_1357
1358,sample_1467,sample_1358
1359,sample_1469,sample_1359
1360,sample_1470,sample_1360
1361,sample_1471,sample_1361
1362,sample_1472,sample_1362
1363,sample_1473,sample_1363
1364,sample_1474,sample_1364
1365,sample_1475,sample_1365
1366,sample_1476,sample_1366
1367,sample_1477,sample_1367
1368,sample_1478,sample_1368
1369,sample_1479,sample_1369
1370,sample_1480,sample_1370
1371,sample_1481,sample_1371
1372,sample_1482,sample_1372
1373,sample_1483,sample_1373
1374,sample_1484,sample_1374
1375,sample_1485,sample_1375
1376,sample_1486,sample_1376
1377,sample_1487,sample_1377
1378,sample_1488,sample_1378
1379,sample_1489,sample_1379
1380,sample_1490,sample_1380
1381,sample_1491,sample_1381
1382,sample_1492,sample_1382
1383,sample_1494,sample_1383
1384,sample_1495,sample_1384
1385,sample_1496,sample_1385
1386,sample_1497,sample_1386
1387,sample_1498,sample_1387
1388,sample_1499,sample_1388
1389,sample_1500,sample_1389
1390,sample_1501,sample_1390
1391,sample_1502,sample_1391
1392,sample_1503,sample_1392
1393,sample_1504,sample_1393
1394,sample_1505,sample_1394
1395,sample_1506,sample_1395
1396,sample_1507,sample_1396
1397,sample_1508,sample_1397
1398,sample_1509,sample_1398
1399,sample_1510,sample_1399
1400,sample_1511,sample_1400
1401,sample_1512,sample_1401
1402,sample_1513,sample_1402
1403,sample_1514,sample_1403
1404,sample_1515,sample_1404
1405,sample_1518,sample_1405
1406,sample_1519,sample_1406
1407,sample_1520,sample_1407
1408,sample_1521,sample_1408
1409,sample_1522,sample_1409
1410,sample_1523,sample_1410
1411,sample_1524,sample_1411
1412,sample_1525,sample_1412
1413,sample_1526,sample_1413
1414,sample_1527,sample_1414
1415,sample_1528,sample_1415
1416,sample_1529,sample_1416
1417,sample_1530,sample_1417
1418,sample_1531,sample_1418
1419,sample_1532,sample_1419
1420,sample_1533,sample_1420
1421,sample_1534,sample_1421
1422,sample_1535,sample_1422
1423,sample_1536,sample_1423
1424,sample_1537,sample_1424
1425,sample_1538,sample_1425
1426,sample_1539,sample_1426
1427,sample_1540,sample_1427
1428,sample_1541,sample_1428
1429,sample_1542,sample_1429
1430,sample_1543,sample_1430
1431,sample_1544,sample_1431
1432,sample_1545,sample_1432
1433,sample_1546,sample_1433
1434,sample_1547,sample_1434
1435,sample_1548,sample_1435
1436,sample_1549,sample_1436
1437,sample_1550,sample_1437
1438,sample_1551,sample_1438
1439,sample_1552,sample_1439
1440,sample_1553,sample_1440
1441,sample_1554,sample_1441
1442,sample_1555,sample_1442
1443,sample_1556,sample_1443
1444,sample_1557,sample_1444
1445,sample_1558,sample_1445
1446,sample_1559,sample_1446
1447,sample_1560,sample_1447
1448,sample_1561,sample_1448
1449,sample_1562,sample_1449
1450,sample_1563,sample_1450
1451,sample_1564,sample_1451
1452,sample_1565,sample_1452
1453,sample_1566,sample_1453
1454,sample_1567,sample_1454
1455,sample_1568,sample_1455
1456,sample_1569,sample_1456
1457,sample_1570,sample_1457
1458,sample_1571,sample_1458
1459,sample_1572,sample_1459
1460,sample_1573,sample_1460
1461,sample_1574,sample_1461
1462,sample_1575,sample_1462
1463,sample_1576,sample_1463
1464,sample_1577,sample_1464
1465,sample_1578,sample_1465
1466,sample_1579,sample_1466
1467,sample_1580,sample_1467
1468,sample_1581,sample_1468
1469,sample_1582,sample_1469
1470,sample_1583,sample_1470
1471,sample_1584,sample_1471
1472,sample_1585,sample_1472
1473,sample_1586,sample_1473
1474,sample_1587,sample_1474
1475,sample_1588,sample_1475
1476,sample_1589,sample_1476
1477,sample_1590,sample_1477
1478,sample_1591,sample_1478
1479,sample_1592,sample_1479
1480,sample_1593,sample_1480
1481,sample_1594,sample_1481
1482,sample_1595,sample_1482
1483,sample_1596,sample_1483
1484,sample_1597,sample_1484
1485,sample_1598,sample_1485
1486,sample_1599,sample_1486
1487,sample_1600,sample_1487
1488,sample_1601,sample_1488
1489,sample_1602,sample_1489
1490,sample_1608,sample_1490
1491,sample_1609,sample_1491
1492,sample_1610,sample_1492
1493,sample_1611,sample_1493
1494,sample_1613,sample_1494
1495,sample_1614,sample_1495
1496,sample_1615,sample_1496
1497,sample_1616,sample_1497
1498,sample_1617,sample_1498
1499,sample_1618,sample_1499
1500,sample_1619,sample_1500
1501,sample_1620,sample_1501
1502,sample_1621,sample_1502
1503,sample_1622,sample_1503
1504,sample_1623,sample_1504
1505,sample_1624,sample_1505
1506,sample_1625,sample_1506
1507,sample_1626,sample_1507
1508,sample_1627,sample_1508
1509,sample_1628,sample_1509
1510,sample_1629,sample_1510
1511,sample_1630,sample_1511
1512,sample_1631,sample_1512
1513,sample_1632,sample_1513
1514,sample_1633,sample_1514
1515,sample_1634,sample_1515
1516,sample_1635,sample_1516
1517,sample_1636,sample_1517
1518,sample_1637,sample_1518
1519,sample_1638,sample_1519
1520,sample_1639,sample_1520
1521,sample_1640,sample_1521
1522,sample_1641,sample_1522
1523,sample_1642,sample_1523
1524,sample_1643,sample_1524
1525,sample_1644,sample_1525
1526,sample_1645,sample_1526
1527,sample_1646,sample_1527
1528,sample_1647,sample_1528
1529,sample_1648,sample_1529
1530,sample_1649,sample_1530
1531,sample_1650,sample_1531
1532,sample_1651,sample_1532
1533,sample_1652,sample_1533
1534,sample_1653,sample_1534
1535,sample_1654,sample_1535
1536,sample_1655,sample_1536
1537,sample_1656,sample_1537
1538,sample_1657,sample_1538
1539,sample_1658,sample_1539
1540,sample_1659,sample_1540
1541,sample_1660,sample_1541
1542,sample_1661,sample_1542
1543,sample_1662,sample_1543
1544,sample_1663,sample_1544
1545,sample_1665,sample_1545
1546,sample_1666,sample_1546
1547,sample_1667,sample_1547
1548,sample_1668,sample_1548
1549,sample_1669,sample_1549
1550,sample_1670,sample_1550
1551,sample_1671,sample_1551
1552,sample_1672,sample_1552
1553,sample_1673,sample_1553
1554,sample_1674,sample_1554
1555,sample_1675,sample_1555
1556,sample_1676,sample_1556
1557,sample_1677,sample_1557
1558,sample_1678,sample_1558
1559,sample_1679,sample_1559
1560,sample_1680,sample_1560
1561,sample_1681,sample_1561
1562,sample_1682,sample_1562
1563,sample_1683,sample_1563
1564,sample_1684,sample_1564
1565,sample_1685,sample_1565
1566,sample_1686,sample_1566
1567,sample_1687,sample_1567
1568,sample_1688,sample_1568
1569,sample_1689,sample_1569
1570,sample_1690,sample_1570
1571,sample_1691,sample_1571
1572,sample_1692,sample_1572
1573,sample_1693,sample_1573
1574,sample_1694,sample_1574
1575,sample_1695,sample_1575
1576,sample_1696,sample_1576
1577,sample_1697,sample_1577
1578,sample_1698,sample_1578
1579,sample_1699,sample_1579
1580,sample_1700,sample_1580
1581,sample_1701,sample_1581
1582,sample_1702,sample_1582
1583,sample_1703,sample_1583
1584,sample_1704,sample_1584
1585,sample_1705,sample_1585
1586,sample_1706,sample_1586
1587,sample_1707,sample_1587
1588,sample_1708,sample_1588
1589,sample_1709,sample_1589
1590,sample_1710,sample_1590
1591,sample_1711,sample_1591
1592,sample_1712,sample_1592
1593,sample_1713,sample_1593
1594,sample_1714,sample_1594
1595,sample_1717,sample_1595
1596,sample_1718,sample_1596
1597,sample_1719,sample_1597
1598,sample_1720,sample_1598
1599,sample_1721,sample_1599
1600,sample_1722,sample_1600
1601,sample_1723,sample_1601
1602,sample_1724,sample_1602
1603,sample_1725,sample_1603
1604,sample_1726,sample_1604
1605,sample_1727,sample_1605
1606,sample_1728,sample_1606
1607,sample_1729,sample_1607
1608,sample_1730,sample_1608
1609,sample_1731,sample_1609
1610,sample_1732,sample_1610
1611,sample_1733,sample_1611
1612,sample_1735,sample_1612
1613,sample_1736,sample_1613
1614,sample_1737,sample_1614
1615,sample_1738,sample_1615
1616,sample_1739,sample_1616
1617,sample_1740,sample_1617
1618,sample_1741,sample_1618
1619,sample_1742,sample_1619
1620,sample_1743,sample_1620
1621,sample_1744,sample_1621
1622,sample_1745,sample_1622
1623,sample_1746,sample_1623
1624,sample_1747,sample_1624
1625,sample_1749,sample_1625
1626,sample_1750,sample_1626
1627,sample_1751,sample_1627
1628,sample_1752,sample_1628
1629,sample_1753,sample_1629
1630,sample_1754,sample_1630
1631,sample_1755,sample_1631
1632,sample_1756,sample_1632
1633,sample_1757,sample_1633
1634,sample_1758,sample_1634
1635,sample_1759,sample_1635
1636,sample_1760,sample_1636
1637,sample_1761,sample_1637
1638,sample_1762,sample_1638
1639,sample_1763,sample_1639
1640,sample_1764,sample_1640
1641,sample_1765,sample_1641
1642,sample_1766,sample_1642
1643,sample_1768,sample_1643
1644,sample_1769,sample_1644
1645,sample_1770,sample_1645
1646,sample_1771,sample_1646
1647,sample_1772,sample_1647
1648,sample_1773,sample_1648
1649,sample_1774,sample_1649
1650,sample_1775,sample_1650
1651,sample_1776,sample_1651
1652,sample_1777,sample_1652
1653,sample_1778,sample_1653
1654,sample_1779,sample_1654
1655,sample_1780,sample_1655
1656,sample_1781,sample_1656
1657,sample_1782,sample_1657
1658,sample_1783,sample_1658
1659,sample_1784,sample_1659
1660,sample_1785,sample_1660
1661,sample_1786,sample_1661
1662,sample_1787,sample_1662
1663,sample_1788,sample_1663
1664,sample_1789,sample_1664
1665,sample_1790,sample_1665
1666,sample_1791,sample_1666
1667,sample_1792,sample_1667
1668,sample_1793,sample_1668
1669,sample_1794,sample_1669
1670,sample_1795,sample_1670
1671,sample_1796,sample_1671
1672,sample_1797,sample_1672
1673,sample_1798,sample_1673
1674,sample_1799,sample_1674
1675,sample_1800,sample_1675
1676,sample_1801,sample_1676
1677,sample_1802,sample_1677
1678,sample_1803,sample_1678
1679,sample_1804,sample_1679
1680,sample_1805,sample_1680
1681,sample_1806,sample_1681
1682,sample_1809,sample_1682
1683,sample_1810,sample_1683
1684,sample_1811,sample_1684
1685,sample_1812,sample_1685
1686,sample_1813,sample_1686
1687,sample_1814,sample_1687
1688,sample_1815,sample_1688
1689,sample_1817,sample_1689
1690,sample_1819,sample_1690
1691,sample_1820,sample_1691
1692,sample_1821,sample_1692
1693,sample_1822,sample_1693
1694,sample_1823,sample_1694
1695,sample_1824,sample_1695
1696,sample_1825,sample_1696
1697,sample_1826,sample_1697
1698,sample_1827,sample_1698
1699,sample_1828,sample_1699
1700,sample_1829,sample_1700
1701,sample_1830,sample_1701
1702,sample_1831,sample_1702
1703,sample_1832,sample_1703
1704,sample_1833,sample_1704
1705,sample_1834,sample_1705
1706,sample_1835,sample_1706
1707,sample_1836,sample_1707
1708,sample_1837,sample_1708
1709,sample_1838,sample_1709
1710,sample_1839,sample_1710
1711,sample_1840,sample_1711
1712,sample_1841,sample_1712
1713,sample_1842,sample_1713
1714,sample_1843,sample_1714
1715,sample_1844,sample_1715
1716,sample_1845,sample_1716
1717,sample_1846,sample_1717
1718,sample_1847,sample_1718
1719,sample_1848,sample_1719
1720,sample_1849,sample_1720
1721,sample_1850,sample_1721
1722,sample_1851,sample_1722
1723,sample_1852,sample_1723
1724,sample_1853,sample_1724
1725,sample_1854,sample_1725
1726,sample_1855,sample_1726
1727,sample_1856,sample_1727
1728,sample_1857,sample_1728
1729,sample_1858,sample_1729
1730,sample_1859,sample_1730
1731,sample_1860,sample_1731
1732,sample_1861,sample_1732
1733,sample_1862,sample_1733
1734,sample_1863,sample_1734
1735,sample_1864,sample_1735
1736,sample_1865,sample_1736
1737,sample_1866,sample_1737
1738,sample_1867,sample_1738
1739,sample_1868,sample_1739
1740,sample_1870,sample_1740
1741,sample_1871,sample_1741
1742,sample_1872,sample_1742
1743,sample_1873,sample_1743
1744,sample_1874,sample_1744
1745,sample_1875,sample_1745
1746,sample_1876,sample_1746
1747,sample_1877,sample_1747
1748,sample_1878,sample_1748
1749,sample_1879,sample_1749
1750,sample_1880,sample_1750
1751,sample_1881,sample_1751
1752,sample_1882,sample_1752
1753,sample_1883,sample_1753
1754,sample_1884,sample_1754
1755,sample_1885,sample_1755
1756,sample_1886,sample_1756
1757,sample_1887,sample_1757
1758,sample_1888,sample_1758
1759,sample_1889,sample_1759
1760,sample_1890,sample_1760
1761,sample_1891,sample_1761
1762,sample_1892,sample_1762
1763,sample_1893,sample_1763
1764,sample_1894,sample_1764
1765,sample_1895,sample_1765
1766,sample_1896,sample_1766
1767,sample_1897,sample_1767
1768,sample_1898,sample_1768
1769,sample_1899,sample_1769
1770,sample_1900,sample_1770
1771,sample_1901,sample_1771
1772,sample_1902,sample_1772
1773,sample_1903,sample_1773
1774,sample_1904,sample_1774
1775,sample_1905,sample_1775
1776,sample_1906,sample_1776
1777,sample_1907,sample_1777
1778,sample_1908,sample_1778
1779,sample_1909,sample_1779
1780,sample_1910,sample_1780
1781,sample_1911,sample_1781
1782,sample_1914,sample_1782
1783,sample_1915,sample_1783
1784,sample_1916,sample_1784
1785,sample_1917,sample_1785
1786,sample_1918,sample_1786
1787,sample_1919,sample_1787
1788,sample_1920,sample_1788
1789,sample_1921,sample_1789
1790,sample_1922,sample_1790
1791,sample_1923,sample_1791
1792,sample_1924,sample_1792
1793,sample_1926,sample_1793
1794,sample_1927,sample_1794
1795,sample_1928,sample_1795
1796,sample_1929,sample_1796
1797,sample_1930,sample_1797
1798,sample_1931,sample_1798
1799,sample_1932,sample_1799
1800,sample_1933,sample_1800
1801,sample_1934,sample_1801
1802,sample_1935,sample_1802
1803,sample_1936,sample_1803
1804,sample_1937,sample_1804
1805,sample_1938,sample_1805
1806,sample_1939,sample_1806
1807,sample_1940,sample_1807
1808,sample_1941,sample_1808
1809,sample_1942,sample_1809
1810,sample_1943,sample_1810
1811,sample_1944,sample_1811
1812,sample_1945,sample_1812
1813,sample_1946,sample_1813
1814,sample_1947,sample_1814
1815,sample_1948,sample_1815
1816,sample_1950,sample_1816
1817,sample_1951,sample_1817
1818,sample_1954,sample_1818
1819,sample_1955,sample_1819
1820,sample_1956,sample_1820
1821,sample_1957,sample_1821
1822,sample_1958,sample_1822
1823,sample_1959,sample_1823
1824,sample_1960,sample_1824
1825,sample_1961,sample_1825
1826,sample_1962,sample_1826
1827,sample_1963,sample_1827
1828,sample_1964,sample_1828
1829,sample_1965,sample_1829
1830,sample_1966,sample_1830
1831,sample_1967,sample_1831
1832,sample_1968,sample_1832
1833,sample_1969,sample_1833
1834,sample_1970,sample_1834
1835,sample_1971,sample_1835
1836,sample_1972,sample_1836
1837,sample_1973,sample_1837
1838,sample_1974,sample_1838
1839,sample_1975,sample_1839
1840,sample_1976,sample_1840
1841,sample_1977,sample_1841
1842,sample_1978,sample_1842
1843,sample_1979,sample_1843
1844,sample_1980,sample_1844
1845,sample_1981,sample_1845
1846,sample_1983,sample_1846
1847,sample_1986,sample_1847
1848,sample_1987,sample_1848
1849,sample_1988,sample_1849
1850,sample_1989,sample_1850
1851,sample_1990,sample_1851
1852,sample_1991,sample_1852
1853,sample_1992,sample_1853
1854,sample_1993,sample_1854
1855,sample_1994,sample_1855
1856,sample_1995,sample_1856
1857,sample_1996,sample_1857
1858,sample_1999,sample_1858
